lead_id,created_at,first_name,last_name,email,phone,country,source,campaign,funnel_type,landing_page,utm_source,utm_medium,utm_campaign,assigned_setter,assigned_closer,current_stage,lead_score,contacted_at,first_response_at,booking_id,sale_id
lead_8bd4db83682b,2026-01-13T13:18:23,Megan,Hart,jo03@example.org,186-414-8632,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Riley Carter,New Lead,42,2026-01-13T13:38:23,2026-01-13T13:43:23,,
lead_c53bdf9fdd79,2026-01-16T12:36:05,Zachary,Burnett,theresa48@example.com,859.051.8237,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,44,2026-01-16T15:33:05,2026-01-16T13:16:05,,
lead_fea694db7466,2026-05-11T23:24:11,George,Brown,webbkeith@example.com,(491) 171-7400,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Riley Carter,New Lead,52,2026-05-11T23:51:11,2026-05-12T01:12:11,,
lead_0cc994cfc2a3,2026-04-21T12:40:10,Jennifer,Kelly,rose86@example.com,737-449-6660 x723,United States,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Jordan Lee,Casey Bennett,New Lead,60,2026-04-21T13:52:10,2026-04-21T13:01:10,,
lead_5ba855108d98,2026-03-13T22:23:28,Nicholas,Brown,melissa74@example.org,408 180 3689,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Casey Bennett,New Lead,54,2026-03-14T00:35:28,2026-03-13T23:21:28,,
lead_9410ae02cc39,2026-02-14T07:04:38,Walter,Moore,krystalgregory@example.net,1-304-393-5160,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Casey Bennett,New Lead,84,2026-02-14T09:39:38,2026-02-14T07:23:38,,
lead_7b430259b1bc,2026-03-04T23:39:48,Randy,Schroeder,timothy75@example.org,+1 (768) 480-3163,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Casey Bennett,New Lead,58,2026-03-05T01:27:48,2026-03-04T23:55:48,,
lead_8cfcdbc9324b,2026-05-26T17:49:34,Terry,Jones,edward81@example.org,1 (437) 642-9839,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Morgan Reed,New Lead,31,2026-05-26T19:32:34,2026-05-26T18:44:34,,
lead_c189b06ad277,2026-06-18T23:39:40,Alexander,Huber,john52@example.net,+1 (408) 853-2987,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Morgan Reed,New Lead,50,2026-06-19T02:25:40,2026-06-19T00:27:40,,
lead_4ee488c1f2d9,2026-01-30T07:53:28,Kelly,Grimes,millerchristine@example.net,147-547-3770 x499,Mexico,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Morgan Reed,New Lead,41,2026-01-30T10:29:28,2026-01-30T08:56:28,,
lead_13df23b0d87f,2026-01-30T02:35:01,Barbara,Butler,morrisonmichael@example.com,1 (597) 739-6103,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Casey Bennett,New Lead,74,2026-01-30T03:49:01,2026-01-30T03:32:01,,
lead_2167a7fe9cd2,2026-06-11T03:02:47,Andrew,Harrison,uweaver@example.net,508.041.7569,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Casey Bennett,New Lead,61,2026-06-11T05:27:47,2026-06-11T04:07:47,,
lead_329c03e715ed,2026-03-26T01:15:22,Pamela,Johnson,lindahurst@example.net,(477) 169-9165 x872,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,48,2026-03-26T03:11:22,2026-03-26T01:42:22,,
lead_b247144fe517,2026-03-10T14:49:14,Robert,Parker,wilsonjoseph@example.com,386-712-6572 x818,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Jordan Lee,Riley Carter,New Lead,45,2026-03-10T15:21:14,2026-03-10T16:36:14,,
lead_9abb11e00982,2026-01-28T11:20:03,Mary,Matthews,martintracy@example.net,(285) 249-9196 x084,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,68,2026-01-28T12:25:03,2026-01-28T11:34:03,,
lead_425d3e39d675,2026-03-01T19:25:11,Jennifer,Bailey,nancy37@example.net,(604) 376-3185,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Taylor Brooks,Casey Bennett,New Lead,42,2026-03-01T22:11:11,2026-03-01T19:42:11,,
lead_2a68f5d988df,2026-04-29T18:23:14,Ariana,Maddox,snyderdavid@example.net,1-148-144-0004,Canada,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Taylor Brooks,Casey Bennett,New Lead,60,2026-04-29T18:59:14,2026-04-29T18:33:14,,
lead_9615a230a5fe,2026-06-06T17:28:18,Kristen,Wood,hernandezkim@example.org,964-079-7296,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Morgan Reed,New Lead,61,2026-06-06T18:05:18,2026-06-06T17:58:18,,
lead_b8cdc0d7a428,2026-03-22T23:21:48,Joy,Thompson,kara42@example.com,(844) 979-9251,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,65,2026-03-23T00:29:48,2026-03-23T00:31:48,,
lead_5db5faa76ec0,2026-05-04T02:03:17,Hannah,Burnett,uwelch@example.com,658-783-7105 x392,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Casey Bennett,New Lead,54,2026-05-04T04:09:17,2026-05-04T02:31:17,,
lead_845ea25c7ef1,2026-05-16T14:27:05,Deborah,Lawrence,fsteele@example.com,185.360.1743,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Riley Carter,New Lead,77,2026-05-16T15:21:05,2026-05-16T15:16:05,,
lead_c47701627724,2026-05-18T12:00:28,Jonathan,Mccarty,michaelfinley@example.org,341-316-6775,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Casey Bennett,New Lead,50,2026-05-18T14:36:28,2026-05-18T12:36:28,,
lead_7631e135e11c,2026-03-02T20:49:46,Timothy,Key,jrodriguez@example.com,117-635-0642 x729,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,34,2026-03-02T23:04:46,2026-03-02T21:03:46,,
lead_2be80329d32b,2026-04-13T18:24:59,Grace,Clark,tuckerjennifer@example.com,+1 (722) 702-5431,Canada,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Taylor Brooks,Casey Bennett,New Lead,76,2026-04-13T20:34:59,2026-04-13T19:20:59,,
lead_712d47ddba50,2026-05-31T23:06:05,Danielle,Esparza,floreskyle@example.com,1-372-560-4678,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,55,2026-06-01T00:00:05,2026-05-31T23:58:05,,
lead_d1267f387112,2026-04-02T23:49:14,Tina,Williams,ryansmith@example.net,855.026.1340,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Casey Bennett,New Lead,48,2026-04-03T00:57:14,2026-04-03T01:31:14,,
lead_a160cdda7dff,2026-04-20T02:32:26,Jeremy,Grimes,laurapowers@example.net,+1 (367) 665-4053,United States,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Casey Bennett,New Lead,56,2026-04-20T03:14:26,2026-04-20T03:43:26,,
lead_26abfde4d97f,2026-06-10T00:45:15,Joshua,Burton,holtrobert@example.net,1-135-328-6178,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Taylor Brooks,Riley Carter,New Lead,67,2026-06-10T03:35:15,2026-06-10T01:05:15,,
lead_1e181bed016d,2026-01-12T18:14:37,Michael,Preston,theresastone@example.com,632-136-7886 x455,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Casey Bennett,New Lead,63,2026-01-12T19:08:37,2026-01-12T18:59:37,,
lead_5e44d1e4162d,2026-03-24T03:16:56,Dennis,Rodriguez,johnsonalex@example.net,1 (757) 052-9508,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Morgan Reed,New Lead,56,2026-03-24T03:23:56,2026-03-24T03:51:56,,
lead_99627a6bd437,2026-05-07T12:50:20,Amanda,Preston,keith23@example.com,(196) 258-6926 x356,United States,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Casey Bennett,New Lead,73,2026-05-07T15:39:20,2026-05-07T16:33:20,,
lead_345c1d187f0f,2026-03-28T17:42:12,Austin,Wong,elizabeth15@example.org,297-519-3784 x953,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Riley Carter,New Lead,59,2026-03-28T20:27:12,2026-03-28T18:41:12,,
lead_826359a8545f,2026-01-21T22:07:38,Mary,Thompson,josephoneill@example.com,(501) 976-2134 x616,Canada,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Alex Morgan,Riley Carter,New Lead,65,2026-01-21T23:22:38,2026-01-21T23:21:38,,
lead_a1ae19b6c289,2026-02-01T15:10:26,Felicia,Jones,sheenaballard@example.com,1 (132) 224-7081,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Morgan Reed,New Lead,52,2026-02-01T17:45:26,2026-02-01T15:43:26,,
lead_eef1c99680ed,2026-04-18T07:11:12,Daniel,Rice,jacksonjennifer@example.org,(784) 089-4374 x812,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,6,2026-04-18T09:18:12,2026-04-18T07:42:12,,
lead_75b84e07f235,2026-05-03T02:50:29,Zachary,Freeman,alansmith@example.org,1 (288) 990-5808,United States,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Jordan Lee,Morgan Reed,New Lead,49,2026-05-03T04:46:29,2026-05-03T03:29:29,,
lead_ab8909fd75f0,2026-05-05T23:29:28,Joseph,Lee,jennifer05@example.org,(210) 563-5869 x902,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Morgan Reed,New Lead,56,2026-05-06T00:46:28,2026-05-06T01:27:28,,
lead_f22a11199a48,2026-05-21T08:23:00,Kimberly,Key,jenkinsrobert@example.com,+1 (302) 124-6764,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Alex Morgan,Morgan Reed,New Lead,67,2026-05-21T09:01:00,2026-05-21T08:35:00,,
lead_f11ae9b6a6dc,2026-02-01T17:24:50,William,Hernandez,ashlee36@example.org,274-988-4959,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Casey Bennett,New Lead,65,2026-02-01T18:29:50,2026-02-01T17:38:50,,
lead_63df83bedf89,2026-03-08T17:10:00,Melanie,Price,aaronwalker@example.net,1-865-657-1665,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Morgan Reed,New Lead,72,2026-03-08T17:32:00,2026-03-08T17:51:00,,
lead_414e349c6e30,2026-05-15T21:00:29,Melissa,Ellison,clarkjustin@example.net,1 (504) 389-6416,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Morgan Reed,New Lead,58,2026-05-15T21:44:29,2026-05-15T21:17:29,,
lead_fc90eb0e2dd1,2026-05-29T02:44:17,Michael,Rice,nancymccarthy@example.net,1 (832) 230-7248,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Alex Morgan,Riley Carter,New Lead,69,2026-05-29T03:55:17,2026-05-29T02:55:17,,
lead_f8d47b63fcf9,2026-01-11T04:35:20,Paul,Davis,robertstafford@example.net,1 (657) 458-6180,Mexico,Referral,Partner Referral,Referral,/partner-referral,referral,organic,partner_referral,Alex Morgan,Casey Bennett,New Lead,75,2026-01-11T07:24:20,2026-01-11T05:25:20,,
lead_a8f0d61e9cfe,2026-05-28T06:59:43,Melissa,Gonzalez,larrybrandt@example.net,(954) 427-8859,Mexico,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Riley Carter,New Lead,64,2026-05-28T08:03:43,2026-05-28T07:32:43,,
lead_7a790f9c70b3,2026-05-27T19:02:35,Sarah,Martinez,alexissalazar@example.com,+1 (393) 259-6276,United States,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Riley Carter,New Lead,51,2026-05-27T21:49:35,2026-05-27T21:01:35,,
lead_9cf661b56eae,2026-01-05T13:34:44,Dominic,Perry,christopherthompson@example.com,(941) 839-9557,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Riley Carter,New Lead,50,2026-01-05T16:30:44,2026-01-05T14:10:44,,
lead_beffc7d48239,2026-04-25T12:03:18,Lori,Maxwell,martinsuzanne@example.org,(301) 771-0629 x450,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,59,2026-04-25T12:17:18,2026-04-25T12:19:18,,
lead_88de57ca20de,2026-01-16T15:45:03,Kaitlyn,Guerrero,joseph35@example.net,(441) 439-1032,Mexico,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Morgan Reed,New Lead,52,2026-01-16T18:18:03,2026-01-16T17:05:03,,
lead_5826ecd0351e,2026-04-15T03:00:46,Jill,Martinez,vmassey@example.com,190-667-4772 x011,Mexico,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Taylor Brooks,Riley Carter,New Lead,51,2026-04-15T03:06:46,2026-04-15T03:27:46,,
lead_3145acf38a61,2026-03-14T16:22:01,Kenneth,Arnold,john78@example.org,+1 (401) 877-7953,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Riley Carter,New Lead,62,2026-03-14T18:37:01,2026-03-14T16:43:01,,
lead_d8a34cff4935,2026-03-05T12:12:04,Michelle,Burgess,douglas53@example.net,(392) 242-5777,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Casey Bennett,New Lead,78,2026-03-05T13:23:04,2026-03-05T12:21:04,,
lead_66ea9f6a64ee,2026-04-28T03:53:52,Stephen,King,dcraig@example.org,788.521.1484,United States,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Jordan Lee,Morgan Reed,New Lead,69,2026-04-28T06:44:52,2026-04-28T04:12:52,,
lead_d405000deec0,2026-03-17T05:39:26,Wanda,Perez,olopez@example.net,+1 (687) 884-2047,United States,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Alex Morgan,Morgan Reed,New Lead,68,2026-03-17T06:11:26,2026-03-17T05:50:26,,
lead_48c2eebb9834,2026-06-11T17:44:01,Rachel,Garrett,miguelshaw@example.net,1-677-069-3928,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Casey Bennett,New Lead,73,2026-06-11T20:41:01,2026-06-11T18:40:01,,
lead_a61a4dc12210,2026-05-06T19:06:25,John,Brewer,hernandezteresa@example.com,1-961-679-4677,Canada,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Jordan Lee,Morgan Reed,New Lead,61,2026-05-06T21:51:25,2026-05-06T19:20:25,,
lead_65e266e7b40e,2026-01-03T09:36:12,Elizabeth,Jones,alewis@example.net,239.594.5921,Mexico,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Morgan Reed,New Lead,53,2026-01-03T10:36:12,2026-01-03T09:48:12,,
lead_34b5998f678c,2026-05-20T19:18:00,Jennifer,Rogers,othompson@example.com,319-473-7796,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Riley Carter,New Lead,69,2026-05-20T20:46:00,2026-05-20T20:33:00,,
lead_703fe1adba90,2026-04-04T05:46:49,Richard,Gonzalez,wware@example.com,179-178-2200 x810,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Morgan Reed,New Lead,51,2026-04-04T08:14:49,2026-04-04T06:19:49,,
lead_f3953c2406bb,2026-06-21T17:39:37,Connor,Scott,mcontreras@example.org,+1 (525) 157-5951,Mexico,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Morgan Reed,New Lead,57,2026-06-21T17:44:37,2026-06-21T18:34:37,,
lead_f29fa1160bb6,2026-06-30T14:51:25,Michelle,Saunders,cunninghamraymond@example.org,380-045-8724,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Riley Carter,New Lead,80,2026-06-30T14:56:25,2026-06-30T14:56:25,,
lead_7d42b580a359,2026-01-19T21:08:13,Donna,Webb,nancy96@example.com,1 (229) 483-0517,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Morgan Reed,New Lead,76,2026-01-19T21:26:13,2026-01-19T21:40:13,,
lead_850dddeacc02,2026-01-15T18:38:57,Brenda,Moore,caleb34@example.org,(453) 675-7777,Canada,Direct,Direct Traffic,Evergreen,/direct-traffic,direct,organic,direct_traffic,Alex Morgan,Casey Bennett,New Lead,6,2026-01-15T19:54:57,2026-01-15T18:51:57,,
lead_3a34147ddcc4,2026-02-28T15:39:20,John,Bowen,paulwhitaker@example.com,(175) 031-0497 x914,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Alex Morgan,Morgan Reed,New Lead,72,2026-02-28T16:20:20,2026-02-28T16:20:20,,
lead_8dcb243dcac1,2026-06-20T22:27:04,Thomas,Woods,michellejohnson@example.com,899.074.6669,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Alex Morgan,Morgan Reed,New Lead,42,2026-06-21T00:33:04,2026-06-20T22:35:04,,
lead_a9384acbab0c,2026-06-18T21:31:24,Marissa,Nelson,laurahurst@example.net,471.243.5668,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Casey Bennett,New Lead,59,2026-06-19T00:04:24,2026-06-19T02:31:24,,
lead_a9def2b1f3b0,2026-04-04T03:40:49,Kimberly,Moss,ericsherman@example.com,1 (125) 587-6735,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Alex Morgan,Morgan Reed,New Lead,46,2026-04-04T04:01:49,2026-04-04T04:39:49,,
lead_2dc12e19861f,2026-03-15T06:55:41,Thomas,Castro,reesedonna@example.org,(439) 476-4612 x614,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Casey Bennett,New Lead,55,2026-03-15T07:07:41,2026-03-15T07:01:41,,
lead_b53da0099973,2026-04-22T23:53:58,Diana,Santiago,danielberry@example.org,756-443-9095 x195,United States,Google Ads,High Intent Search,Evergreen,/high-intent-search,google_ads,cpc,high_intent_search,Jordan Lee,Riley Carter,New Lead,51,2026-04-23T00:09:58,2026-04-23T00:19:58,,
lead_53121b6412a3,2026-02-09T08:38:38,Pamela,Morales,brownphillip@example.com,810 516 4078,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Morgan Reed,New Lead,61,2026-02-09T09:51:38,2026-02-09T09:08:38,,
lead_4ee1feae94c5,2026-06-07T08:31:22,Molly,Hanna,pittsmary@example.net,313.537.3965,France,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Alex Morgan,Riley Carter,New Lead,37,2026-06-07T08:36:22,2026-06-07T09:00:22,,
lead_edc812a80a16,2026-04-19T12:52:10,Timothy,Fuller,kathylarson@example.net,(867) 770-5548 x990,United States,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Taylor Brooks,Riley Carter,New Lead,36,2026-04-19T15:02:10,2026-04-19T13:40:10,,
lead_bc30727898cf,2026-01-18T04:02:54,Christopher,White,mlynch@example.org,1 (448) 270-0293,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Jordan Lee,Riley Carter,New Lead,69,2026-01-18T06:40:54,2026-01-18T04:08:54,,
lead_cd965dbb8c68,2026-06-25T02:47:23,Kimberly,Bryan,tinamyers@example.net,(974) 602-1368,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Morgan Reed,New Lead,56,2026-06-25T04:27:23,2026-06-25T03:36:23,,
lead_428ce15d9b24,2026-03-09T08:08:52,Justin,Ward,imiller@example.net,884.251.9561,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Casey Bennett,New Lead,46,2026-03-09T09:57:52,2026-03-09T08:18:52,,
lead_d070398ee806,2026-05-29T23:56:20,Ryan,Huerta,matthew92@example.org,(455) 285-8706,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Casey Bennett,New Lead,32,2026-05-30T01:15:20,2026-05-30T00:22:20,,
lead_05ef23716c6f,2026-03-11T23:15:14,Adam,Estrada,amykane@example.org,(635) 287-8971,Canada,Referral,Client Referral,Referral,/client-referral,referral,organic,client_referral,Jordan Lee,Morgan Reed,New Lead,78,2026-03-12T01:10:14,2026-03-11T23:33:14,,
lead_600984ac456b,2026-05-06T08:04:51,Jessica,Lee,kevans@example.com,(247) 464-5507 x283,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Riley Carter,New Lead,49,2026-05-06T10:08:51,2026-05-06T09:47:51,,
lead_7ec9460afb6c,2026-03-08T16:36:37,Katherine,Leblanc,lutzstacy@example.net,188-087-5645,Mexico,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Taylor Brooks,Morgan Reed,New Lead,26,2026-03-08T18:50:37,2026-03-08T17:36:37,,
lead_66391c3bed9a,2026-06-15T06:24:12,Julie,Morgan,santosluke@example.org,808.867.9744,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Riley Carter,New Lead,44,2026-06-15T08:55:12,2026-06-15T07:20:12,,
lead_fdd24598a877,2026-06-21T00:28:00,Ryan,Chapman,xschmidt@example.net,(866) 364-6533 x347,France,Google Ads,Real Estate Mentorship,Evergreen,/real-estate-mentorship,google_ads,cpc,real_estate_mentorship,Taylor Brooks,Morgan Reed,New Lead,53,2026-06-21T01:01:00,2026-06-21T01:10:00,,
lead_c976ec3e480c,2026-02-19T11:04:04,Joshua,Andrews,jamesmendoza@example.org,462 819 1502,United States,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Alex Morgan,Riley Carter,New Lead,42,2026-02-19T13:29:04,2026-02-19T12:39:04,,
lead_479cac881b05,2026-06-02T23:03:39,Todd,Clark,usanchez@example.org,1 (321) 940-5047,Canada,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Jordan Lee,Riley Carter,New Lead,52,2026-06-03T00:33:39,2026-06-02T23:57:39,,
lead_d6d7a9c12474,2026-04-17T11:57:55,Karen,Johnson,plin@example.net,+1 (729) 145-9773,Canada,Webinar,VIP Webinar,Webinar,/vip-webinar,webinar,organic,vip_webinar,Jordan Lee,Morgan Reed,New Lead,64,2026-04-17T13:43:55,2026-04-17T12:26:55,,
lead_cfb7b6591b34,2026-05-14T13:23:04,Nicholas,Armstrong,beverly98@example.org,947-366-5397 x885,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Taylor Brooks,Casey Bennett,New Lead,57,2026-05-14T13:55:04,2026-05-14T13:39:04,,
lead_104b15ef7c86,2026-06-23T20:05:40,Shannon,Evans,rebecca57@example.org,(719) 844-4961,United States,Meta Ads,Mentorship VSL,Evergreen,/mentorship-vsl,meta_ads,paid_social,mentorship_vsl,Taylor Brooks,Morgan Reed,New Lead,61,2026-06-23T20:58:40,2026-06-23T20:36:40,,
lead_b3aedcc60aba,2026-05-15T22:38:34,John,Cunningham,matthewking@example.com,643-721-2384 x877,Canada,Organic,Organic Content,Organic,/organic-content,organic,organic,organic_content,Jordan Lee,Casey Bennett,New Lead,70,2026-05-16T00:01:34,2026-05-15T23:13:34,,
lead_e006aae43512,2026-06-08T03:49:07,Patrick,Briggs,reillykatelyn@example.net,655-798-3229 x000,Canada,Webinar,5-Day Investor Challenge,Webinar,/5-day-investor-challenge,webinar,organic,5-day_investor_challenge,Alex Morgan,Casey Bennett,New Lead,50,2026-06-08T04:42:07,2026-06-08T04:58:07,,
lead_7014b2f4ae2f,2026-06-10T17:09:33,Bridget,Flores,jodi73@example.com,1 (585) 405-9193,Canada,Meta Ads,Evergreen Wealth,Evergreen,/evergreen-wealth,meta_ads,paid_social,evergreen_wealth,Jordan Lee,Casey Bennett,New Lead,38,2026-06-10T20:08:33,2026-06-10T18:15:33,,
lead_25415edee276,2026-03-11T10:08:14,Kevin,Lopez,qmartinez@example.net,412-393-3065 x335,Canada,Email Campaign,Database Reactivation,Evergreen,/database-reactivation,email_campaign,organic,database_reactivation,Taylor Brooks,Riley Carter,New Lead,67,2026-03-11T13:02:14,2026-03-11T11:00:14,,
lead_7b9215a79c0f,2026-03-14T19:14:05,Nancy,Richardson,ledwards@example.net,(909) 628-2196 x087,Canada,Meta Ads,Investor Calculator,Evergreen,/investor-calculator,meta_ads,paid_social,investor_calculator,Taylor Brooks,Riley Carter,New Lead,59,2026-03-14T20:12:05,2026-03-14T19:21:05,,
