activity_id,lead_id,booking_id,activity_date,representative_name,representative_role,activity_type,activity_result,notes,duration_minutes
act_5f2bcc0ecb95,lead_62fbe10fa1cb,,2026-05-06T17:44:40,Jordan Lee,Setter,Email,Follow Up Required,Quo quae cumque aut quidem fugiat tenetur.,9
act_494f80f891d8,lead_62fbe10fa1cb,,2026-05-15T21:44:40,Jordan Lee,Setter,Call,Interested,Magni molestias dolore reprehenderit cum repellat eaque fugiat provident itaque.,6
act_5cff80eb9080,lead_48c872b67f76,,2026-03-04T18:59:37,Jordan Lee,Setter,Email,Connected,Beatae nostrum tenetur porro iusto sed eaque.,9
act_17a17acc15ca,lead_48c872b67f76,,2026-02-25T20:59:37,Jordan Lee,Setter,WhatsApp,Interested,Commodi ipsa cum quia inventore molestias quibusdam ad voluptatibus.,6
act_a69f19f03580,lead_dce7049b87c3,,2026-02-23T00:25:19,Alex Morgan,Setter,SMS,No Answer,Totam voluptate voluptatum tempore quo quidem modi.,4
act_9ca84504b6f1,lead_80ae1f71e1f8,,2026-01-08T08:48:49,Jordan Lee,Setter,WhatsApp,Interested,Fuga dicta quibusdam accusantium minus temporibus placeat veniam illo dignissimos fugiat nam fuga.,2
act_63a79a49d3d5,lead_bfcaf1f45201,,2026-04-07T15:34:01,Taylor Brooks,Setter,Call,Connected,Corporis harum distinctio minima neque dicta dolorum provident est eaque distinctio.,7
act_e934f23e1e6e,lead_bfcaf1f45201,,2026-03-27T15:34:01,Taylor Brooks,Setter,WhatsApp,Interested,Expedita esse sint deserunt numquam quo vero eaque esse nam porro facere saepe.,9
act_b4dd86b4fe71,lead_bfcaf1f45201,book_ff69b53b3556,2026-04-01T10:34:01,Casey Bennett,Closer,Follow Up,Qualified,Cum esse quaerat earum adipisci possimus harum consectetur esse veniam perferendis.,45
act_1a3830f4818e,lead_bfcaf1f45201,book_ff69b53b3556,2026-03-24T16:34:01,Casey Bennett,Closer,Call,Qualified,Nobis debitis quas vel magnam aspernatur iusto amet consectetur optio.,6
act_50cac00b0774,lead_0967684bb715,,2026-05-31T12:18:23,Jordan Lee,Setter,SMS,Connected,Quas similique deleniti rerum dolorum temporibus adipisci a placeat laudantium.,2
act_8a15a6c0e578,lead_0967684bb715,,2026-06-11T07:18:23,Jordan Lee,Setter,SMS,Interested,Numquam quod aut aspernatur dicta culpa at asperiores numquam in officiis eos consequuntur.,1
act_e34a7ec9aa20,lead_0967684bb715,,2026-05-31T21:18:23,Jordan Lee,Setter,SMS,Connected,Libero laboriosam occaecati earum eligendi tempora a.,2
act_10577e699ce3,lead_8518c55f0758,,2026-06-27T17:33:01,Jordan Lee,Setter,Email,Follow Up Required,Blanditiis voluptatibus incidunt ullam occaecati perferendis accusamus voluptas sunt maxime adipisci pariatur impedit.,3
act_06176ac2f3aa,lead_8518c55f0758,,2026-07-14T06:33:01,Jordan Lee,Setter,SMS,Follow Up Required,Dolor debitis nihil perspiciatis harum praesentium reprehenderit adipisci fugit placeat dolor enim dolore.,3
act_514973ea936b,lead_9bed02e56a8c,,2026-03-23T23:03:22,Taylor Brooks,Setter,WhatsApp,Interested,Praesentium molestiae perspiciatis illo consequatur aliquam magnam cum saepe reprehenderit sed.,2
act_910455bc38d6,lead_d0c9bbe9d18e,,2026-06-05T03:10:06,Alex Morgan,Setter,Email,Connected,Exercitationem tempore nemo quisquam magnam necessitatibus natus in ducimus impedit delectus quam voluptate.,8
act_740b69596e90,lead_d0c9bbe9d18e,,2026-06-05T20:10:06,Alex Morgan,Setter,Call,No Answer,Quo esse quas libero nostrum voluptate velit.,7
act_bee7d9bece49,lead_d0c9bbe9d18e,,2026-05-23T14:10:06,Alex Morgan,Setter,SMS,Connected,Eos ab commodi asperiores similique commodi recusandae vero.,10
act_f56b9371b56f,lead_d0c9bbe9d18e,,2026-05-23T01:10:06,Alex Morgan,Setter,WhatsApp,Follow Up Required,Cupiditate dignissimos harum autem eaque amet.,4
act_cb1209b67d42,lead_b69454804e03,,2026-05-20T09:05:35,Alex Morgan,Setter,SMS,No Answer,Sed recusandae aut deserunt blanditiis error pariatur nihil sit fuga tenetur.,9
act_e7cd3985ae9b,lead_b69454804e03,,2026-06-03T00:05:35,Alex Morgan,Setter,Email,Connected,Laudantium modi tenetur laborum possimus ab veritatis debitis.,8
act_30e00b7e8195,lead_b69454804e03,,2026-06-03T22:05:35,Alex Morgan,Setter,Email,Interested,Enim unde reiciendis minus dolorem blanditiis delectus magnam rem omnis sit tempora vero.,9
act_d2fc156e4617,lead_b69454804e03,book_b6e8ddc77b94,2026-05-23T18:05:35,Casey Bennett,Closer,Consultation,Qualified,Illo nostrum quaerat repellat atque possimus quasi ab ut doloremque.,20
act_e78422d45f08,lead_b69454804e03,book_b6e8ddc77b94,2026-06-04T21:05:35,Casey Bennett,Closer,Consultation,Qualified,Perspiciatis doloremque veniam maxime deleniti ducimus ex velit.,18
act_0830b8c1e809,lead_df9f24a79c36,,2026-04-19T19:52:06,Taylor Brooks,Setter,Call,No Answer,Repellendus impedit nesciunt itaque esse accusamus.,2
act_4f0611f45269,lead_df9f24a79c36,,2026-04-12T08:52:06,Taylor Brooks,Setter,Email,Connected,Fuga voluptatem vel asperiores porro voluptates nobis officia magnam.,2
act_5ebde6e7a5ae,lead_df9f24a79c36,,2026-04-06T11:52:06,Taylor Brooks,Setter,WhatsApp,Connected,Mollitia possimus ad quis veniam cum itaque.,3
act_abb9c8f39f7a,lead_e529e66dd99d,,2026-01-09T09:03:51,Taylor Brooks,Setter,WhatsApp,Interested,Voluptatum excepturi maiores facilis illo sit rem accusamus reiciendis aperiam possimus quisquam.,4
act_0145b6bb7fb4,lead_38b860a1906b,,2026-07-05T19:12:09,Jordan Lee,Setter,Email,Connected,Est eum delectus unde voluptatem temporibus quis.,5
act_89d03373029f,lead_38b860a1906b,,2026-06-24T13:12:09,Jordan Lee,Setter,SMS,Connected,Eos quaerat cupiditate quaerat veritatis unde facere magni fugit.,10
act_7a853ccf630e,lead_38b860a1906b,,2026-07-04T21:12:09,Jordan Lee,Setter,WhatsApp,No Answer,Sapiente dolor expedita quos veniam harum sapiente illum ut repellat veniam tenetur.,10
act_53d793280544,lead_6c6398150193,,2026-04-27T10:14:39,Taylor Brooks,Setter,SMS,No Answer,Esse minima non omnis aut error minima earum eius qui eligendi aspernatur harum.,1
act_a4a6db698922,lead_6c6398150193,,2026-04-27T21:14:39,Taylor Brooks,Setter,SMS,Connected,Laboriosam fugit alias quaerat eligendi repellat quam similique doloribus eos occaecati occaecati.,3
act_77e7b76f4cb2,lead_6c6398150193,,2026-05-09T07:14:39,Taylor Brooks,Setter,Email,Connected,Nisi quasi natus eligendi optio soluta at nulla minus.,11
act_f977b08510dd,lead_6c6398150193,,2026-05-04T17:14:39,Taylor Brooks,Setter,Call,No Answer,Laborum modi at delectus autem natus.,11
act_207fc2f12ec8,lead_6c6398150193,book_8795cd7af749,2026-04-24T01:14:39,Morgan Reed,Closer,Consultation,Qualified,Esse porro fuga minima sequi voluptatum officia.,39
act_2c47b2c5e8cb,lead_6c6398150193,book_8795cd7af749,2026-04-27T22:14:39,Morgan Reed,Closer,Consultation,Qualified,Ipsum commodi dolores occaecati rem eos ducimus.,56
act_b4f8dd9e6bb1,lead_34cfa19b6ff9,,2026-04-10T23:48:48,Alex Morgan,Setter,Call,Follow Up Required,Ab consequatur corrupti consectetur ipsa facere.,3
act_f08411d56324,lead_34cfa19b6ff9,,2026-04-04T21:48:48,Alex Morgan,Setter,Email,Interested,Qui molestiae autem fugiat necessitatibus corrupti minus dolorum totam assumenda.,9
act_4f0ccd100c2d,lead_34cfa19b6ff9,book_8167f5476506,2026-04-13T18:48:48,Riley Carter,Closer,Follow Up,No Answer,Sit incidunt commodi dolores explicabo facere officia beatae ratione nobis quisquam cum.,23
act_1e3c22e304e1,lead_34cfa19b6ff9,book_8167f5476506,2026-04-07T21:48:48,Riley Carter,Closer,Follow Up,Follow Up Required,Eum pariatur qui qui perferendis dolorum reprehenderit et dolorum consequatur.,49
act_dadd1f72c301,lead_a80e9b9d4152,,2026-03-09T08:23:47,Taylor Brooks,Setter,Call,No Answer,Quas in corporis quisquam amet dolorem commodi nobis dolor error earum exercitationem.,5
act_72652dcedecd,lead_a80e9b9d4152,,2026-03-16T06:23:47,Taylor Brooks,Setter,Call,Connected,Voluptatum saepe quaerat cupiditate cupiditate officia temporibus natus non.,3
act_f7be76962c08,lead_a80e9b9d4152,,2026-03-20T02:23:47,Taylor Brooks,Setter,Email,Interested,At ipsam numquam quibusdam sed alias dicta impedit quae sed minima voluptatibus praesentium.,10
act_242a375401fd,lead_a80e9b9d4152,,2026-03-07T00:23:47,Taylor Brooks,Setter,Email,Connected,Voluptas itaque illo et iure nemo eveniet consequuntur molestiae.,8
act_20fbf9f4eba8,lead_0d5105a3d9a8,,2026-05-16T09:11:21,Alex Morgan,Setter,Call,Interested,Aperiam aspernatur modi odit ullam delectus unde molestiae soluta officiis facere laboriosam occaecati.,9
act_1c7676ddae41,lead_0d5105a3d9a8,,2026-05-15T06:11:21,Alex Morgan,Setter,SMS,No Answer,Amet provident reprehenderit quod quasi et atque voluptatum voluptas sint.,10
act_064c21645858,lead_0d5105a3d9a8,,2026-05-24T03:11:21,Alex Morgan,Setter,WhatsApp,Follow Up Required,Quis ipsa suscipit laboriosam quae minima.,10
act_f5e07529a0e5,lead_0d5105a3d9a8,,2026-05-22T10:11:21,Alex Morgan,Setter,Email,No Answer,Totam ut ab voluptates sint blanditiis quod animi animi cumque a.,7
act_0b0a92e65388,lead_0d5105a3d9a8,book_55f3565354fe,2026-06-01T02:11:21,Riley Carter,Closer,Consultation,Qualified,Modi rem laboriosam iste doloribus fuga accusamus.,49
act_06fcf13c3de2,lead_0d5105a3d9a8,book_55f3565354fe,2026-05-19T05:11:21,Riley Carter,Closer,Follow Up,Qualified,Libero magni voluptatem hic consequatur velit sunt numquam soluta deleniti hic magni modi.,33
act_2ec0c2e4254b,lead_93444f4fc7be,,2026-05-04T10:42:16,Alex Morgan,Setter,SMS,Follow Up Required,Ipsum dolor illo illum quia optio atque quidem dolorum dolorem fugiat quas fugiat.,7
act_fa3f51d7f0d4,lead_93444f4fc7be,book_879e90320d65,2026-05-13T13:42:16,Riley Carter,Closer,Call,Qualified,Quas eius explicabo quod officia nesciunt odit culpa occaecati repellat.,3
act_b9266614aac7,lead_93444f4fc7be,book_879e90320d65,2026-04-28T00:42:16,Riley Carter,Closer,Follow Up,Qualified,Ad similique totam velit quos minus magnam.,36
act_363deed8e72a,lead_a911ced9875c,,2026-05-23T08:49:08,Alex Morgan,Setter,Email,No Answer,Praesentium ad perferendis cupiditate suscipit eos veniam odit repellendus cum magnam.,1
act_3beb28a55a26,lead_a911ced9875c,,2026-05-31T01:49:08,Alex Morgan,Setter,Call,Connected,Culpa fugit iusto corrupti eveniet ea molestiae nisi culpa dolorum quisquam.,7
act_324ab7320b3f,lead_a911ced9875c,,2026-06-10T04:49:08,Alex Morgan,Setter,Email,Follow Up Required,Maiores corporis suscipit accusantium pariatur occaecati neque fugiat culpa at illo.,5
act_512eafa5cbae,lead_a911ced9875c,,2026-06-05T13:49:08,Alex Morgan,Setter,SMS,Follow Up Required,Necessitatibus nulla expedita at aperiam doloremque placeat.,4
act_1018a5773f1d,lead_a911ced9875c,book_a98dfd27d17d,2026-06-09T06:49:08,Riley Carter,Closer,Call,Qualified,Dolor laudantium voluptates expedita sint dignissimos dicta deleniti.,2
act_9346b33b2cc2,lead_a911ced9875c,book_a98dfd27d17d,2026-05-24T10:49:08,Riley Carter,Closer,Call,Qualified,Voluptatibus aliquam rerum alias accusamus tempora.,7
act_cff4e4a3f521,lead_8c666920507a,,2026-06-14T13:49:40,Jordan Lee,Setter,Call,Connected,Id facilis asperiores explicabo quaerat nobis rem mollitia.,3
act_eb11d4438ed2,lead_8c666920507a,,2026-06-16T09:49:40,Jordan Lee,Setter,Call,Connected,Non iste occaecati harum tempore ipsa.,7
act_651384a8e272,lead_8c666920507a,book_46cb7ce56f9e,2026-06-19T08:49:40,Riley Carter,Closer,Consultation,Qualified,Placeat corporis placeat aspernatur vitae harum ad quam inventore cupiditate neque.,22
act_8cd619444e94,lead_8c666920507a,book_46cb7ce56f9e,2026-06-26T10:49:40,Riley Carter,Closer,Call,Qualified,Ipsum culpa accusantium debitis iusto tenetur ducimus accusantium.,9
act_a5606f76686b,lead_83b6835d92a5,,2026-01-20T09:49:26,Taylor Brooks,Setter,SMS,No Answer,Fugit explicabo cumque neque accusantium animi autem doloribus vel ullam recusandae.,3
act_a4dba4ff4dc3,lead_6a6691056e91,,2026-05-25T15:31:45,Jordan Lee,Setter,SMS,Connected,Fugit fugiat debitis perspiciatis magni dicta necessitatibus porro sequi aliquid tempore.,1
act_829e82657290,lead_6a6691056e91,,2026-05-24T10:31:45,Jordan Lee,Setter,Email,No Answer,Mollitia mollitia saepe libero incidunt cumque consequatur sunt natus.,8
act_c944d39a50b3,lead_6a6691056e91,,2026-05-30T16:31:45,Jordan Lee,Setter,Email,Connected,Eligendi esse ducimus dignissimos nemo odio cumque.,6
act_f8cd6d84f840,lead_6a6691056e91,,2026-05-28T12:31:45,Jordan Lee,Setter,SMS,Connected,Cum accusantium quasi ab tempore accusantium.,3
act_2cb172df07fa,lead_d98c8b72cb1a,,2026-02-11T15:47:41,Jordan Lee,Setter,Email,Follow Up Required,Repudiandae odit id quas sequi deserunt.,12
act_84fe8d07ef50,lead_d98c8b72cb1a,,2026-02-12T11:47:41,Jordan Lee,Setter,Email,Follow Up Required,Consequuntur ducimus quam sapiente officiis architecto sapiente velit.,4
act_4f39a5679153,lead_d98c8b72cb1a,,2026-02-17T07:47:41,Jordan Lee,Setter,Call,Follow Up Required,Nostrum sunt accusamus aperiam sed dolor pariatur aspernatur.,2
act_d74c35d07d87,lead_d98c8b72cb1a,book_a559853ae776,2026-02-23T15:47:41,Morgan Reed,Closer,Follow Up,Qualified,In molestias aperiam reprehenderit ullam veritatis odit occaecati sequi quam.,53
act_1b2bc6a43c7f,lead_d98c8b72cb1a,book_a559853ae776,2026-02-11T16:47:41,Morgan Reed,Closer,Follow Up,Qualified,Dignissimos ullam consequuntur odit voluptate doloribus cupiditate nulla ducimus soluta.,29
act_6dd8bae5d9d1,lead_254abea4a01d,,2026-02-26T17:53:51,Taylor Brooks,Setter,Email,Connected,Veniam cumque illum quod distinctio deleniti reprehenderit quos ipsa necessitatibus doloremque.,4
act_eca1ef26f6b0,lead_254abea4a01d,,2026-02-14T09:53:51,Taylor Brooks,Setter,WhatsApp,Connected,Molestiae soluta cumque blanditiis molestias quasi error amet accusantium cumque nemo delectus veritatis.,7
act_624382da5b2d,lead_254abea4a01d,,2026-02-27T10:53:51,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Earum maiores consequuntur excepturi tempora eos temporibus mollitia vero harum quis incidunt.,7
act_58c099ef83bf,lead_254abea4a01d,book_17aa8fae8738,2026-02-17T06:53:51,Riley Carter,Closer,Follow Up,Follow Up Required,Quidem esse doloribus provident rerum mollitia animi.,19
act_77761500bb66,lead_254abea4a01d,book_17aa8fae8738,2026-02-21T12:53:51,Riley Carter,Closer,Call,Follow Up Required,Asperiores labore deleniti ex facilis magnam velit ea nesciunt tempore enim beatae eum.,1
act_da16716dd1fc,lead_84857664bda3,,2026-05-30T13:42:49,Alex Morgan,Setter,Email,Interested,Autem quod recusandae quibusdam amet placeat laudantium quos culpa minus officia nemo.,3
act_359cd0da6ad4,lead_84857664bda3,,2026-06-10T18:42:49,Alex Morgan,Setter,Email,Connected,Magni ab dignissimos dolorum ipsum nemo libero.,1
act_e14d36915300,lead_84857664bda3,,2026-06-01T13:42:49,Alex Morgan,Setter,Email,Follow Up Required,Beatae aliquam quam repellendus suscipit eum dolorum pariatur natus excepturi sequi saepe.,3
act_86f19c844e39,lead_ef8aefdad755,,2026-01-23T20:38:28,Alex Morgan,Setter,Email,Follow Up Required,Odit molestias voluptatibus laboriosam quisquam consequatur nisi recusandae eos est porro quas.,1
act_a5fa172a2040,lead_ef8aefdad755,,2026-01-17T09:38:28,Alex Morgan,Setter,WhatsApp,Interested,Iure consequuntur laborum eum consectetur voluptate sint dolorum maiores quidem.,8
act_1309f3d27168,lead_ef8aefdad755,,2026-01-13T08:38:28,Alex Morgan,Setter,Call,Follow Up Required,Magni quisquam quisquam nisi quisquam inventore exercitationem.,12
act_bedc0e068168,lead_8c0ba0beb4fb,,2026-01-20T01:43:19,Alex Morgan,Setter,SMS,Interested,Odio inventore ratione ducimus dolore sit quam earum dolorum rerum.,9
act_ae59bd5b6b18,lead_8c0ba0beb4fb,,2026-01-03T09:43:19,Alex Morgan,Setter,WhatsApp,Connected,Quasi in dolorum molestias eos ratione labore.,2
act_33d7d2da2db7,lead_8c0ba0beb4fb,,2026-01-04T12:43:19,Alex Morgan,Setter,WhatsApp,No Answer,Doloribus facere totam ad iste perspiciatis quos vitae mollitia.,6
act_b48a2efa11eb,lead_8c0ba0beb4fb,,2026-01-06T22:43:19,Alex Morgan,Setter,WhatsApp,Interested,Commodi incidunt veniam hic consequuntur porro porro id veniam.,10
act_143625578626,lead_8c0ba0beb4fb,,2026-01-21T16:43:19,Alex Morgan,Setter,Email,Connected,Rerum mollitia sunt officia ducimus magnam consequatur.,2
act_5d4d14c27ca7,lead_8c0ba0beb4fb,,2026-01-07T21:43:19,Alex Morgan,Setter,Call,Interested,Vitae tempora provident consequatur tenetur deserunt dolores magni.,3
act_bb50c52abd1e,lead_8c0ba0beb4fb,book_12c336fc3a73,2026-01-09T07:43:19,Riley Carter,Closer,Consultation,Qualified,Eveniet commodi nobis nemo corrupti debitis nulla hic quod ducimus ea.,16
act_b8de3ba567c0,lead_8c0ba0beb4fb,book_12c336fc3a73,2026-01-11T20:43:19,Riley Carter,Closer,Call,Qualified,Accusamus enim esse tenetur numquam nisi impedit iste non assumenda sed.,10
act_c983b59506a0,lead_51c546a845a8,,2026-02-14T19:24:33,Jordan Lee,Setter,WhatsApp,No Answer,Doloremque eius ab provident repellendus ut.,9
act_0835895c619b,lead_418f82eb5c7d,,2026-02-07T20:53:35,Taylor Brooks,Setter,Email,Interested,Rem temporibus voluptatibus sit fugit blanditiis ipsum rem asperiores fugiat dolore.,6
act_9c2e74734100,lead_418f82eb5c7d,,2026-01-25T09:53:35,Taylor Brooks,Setter,SMS,Follow Up Required,Labore enim voluptate consectetur quod doloremque.,6
act_0675eba460d7,lead_5a3bfa281b4d,,2026-06-03T11:54:41,Jordan Lee,Setter,WhatsApp,Interested,Consequuntur adipisci itaque inventore dolores voluptate in nesciunt perspiciatis.,10
act_324acd30504c,lead_5a3bfa281b4d,,2026-05-23T17:54:41,Jordan Lee,Setter,WhatsApp,Follow Up Required,Quas dignissimos doloribus ullam accusantium nihil similique hic placeat.,3
act_d98fecc9994c,lead_5a3bfa281b4d,,2026-06-06T20:54:41,Jordan Lee,Setter,Email,Interested,Nulla impedit non natus consequuntur quaerat at quod placeat eum.,3
act_072fef89d36d,lead_318aec0aacc8,,2026-06-11T07:50:49,Alex Morgan,Setter,Call,Interested,Et incidunt doloremque exercitationem soluta hic quas.,7
act_ae2fbf004447,lead_318aec0aacc8,,2026-06-13T17:50:49,Alex Morgan,Setter,SMS,Follow Up Required,Officia odio ipsa ratione modi voluptates.,7
act_5977e906e6eb,lead_318aec0aacc8,,2026-06-25T15:50:49,Alex Morgan,Setter,Email,Follow Up Required,Ducimus quaerat architecto doloremque est doloremque assumenda expedita.,11
act_8d5866d630e3,lead_318aec0aacc8,,2026-06-23T23:50:49,Alex Morgan,Setter,Email,No Answer,Aut suscipit molestias ab quod odio.,12
act_22ef0bca066b,lead_318aec0aacc8,,2026-06-26T02:50:49,Alex Morgan,Setter,WhatsApp,Follow Up Required,Numquam amet recusandae a dolorum labore et sint ea esse.,8
act_8c82252cdc75,lead_318aec0aacc8,,2026-06-11T17:50:49,Alex Morgan,Setter,SMS,Interested,Ipsa exercitationem cum atque sint optio nihil similique aspernatur doloremque nam non.,1
act_0bb21e98a6c0,lead_318aec0aacc8,book_68855799f314,2026-06-06T20:50:49,Casey Bennett,Closer,Call,Qualified,Odit quo nobis voluptate laudantium quod.,9
act_d9cf6e35c0b4,lead_318aec0aacc8,book_68855799f314,2026-06-21T03:50:49,Casey Bennett,Closer,Call,Qualified,Maxime delectus voluptatum omnis dolorum aliquam beatae totam corporis debitis nulla ea impedit.,10
act_57454ca9b741,lead_55c86ea673bb,,2026-06-27T03:22:43,Taylor Brooks,Setter,Email,No Answer,Magnam ipsum laudantium natus nobis debitis ad.,10
act_27fe6f920f41,lead_55c86ea673bb,,2026-07-11T23:22:43,Taylor Brooks,Setter,SMS,Connected,Quaerat nisi blanditiis repudiandae possimus animi soluta esse corporis.,5
act_71920947c454,lead_55c86ea673bb,,2026-06-26T08:22:43,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Modi molestias quisquam aliquid blanditiis officiis aut reiciendis quas ab repudiandae.,11
act_90992ebd96a5,lead_55c86ea673bb,book_36835b395363,2026-06-28T11:22:43,Morgan Reed,Closer,Follow Up,Qualified,In unde neque sint iste sed ex.,28
act_65c506f9b345,lead_55c86ea673bb,book_36835b395363,2026-07-13T13:22:43,Morgan Reed,Closer,Consultation,Qualified,Dolorum ipsam illo numquam distinctio assumenda delectus fugit quae.,15
act_9ac34220c257,lead_169a69a4b85c,,2026-04-03T08:54:07,Jordan Lee,Setter,Email,Follow Up Required,Earum exercitationem dolorem nemo perspiciatis placeat doloremque.,6
act_2aab8e3b3df7,lead_169a69a4b85c,,2026-04-06T18:54:07,Jordan Lee,Setter,Call,Follow Up Required,Mollitia deleniti veritatis unde eaque eius ullam asperiores.,8
act_8a99d1070c70,lead_e6e991290e60,,2026-03-25T02:47:49,Alex Morgan,Setter,Email,Connected,Sit ut maiores doloremque aliquam repellat molestiae eum iste neque facere.,3
act_313650d6533e,lead_3cd3fe668d82,,2026-01-10T17:49:30,Jordan Lee,Setter,SMS,Follow Up Required,Illo voluptatibus quia nam ipsum molestias ad voluptate labore laborum veritatis.,4
act_68a6c147329d,lead_3cd3fe668d82,book_9d063ac1dc94,2026-01-26T07:49:30,Riley Carter,Closer,Follow Up,Follow Up Required,Laboriosam quam laudantium sed architecto optio distinctio dicta laborum.,41
act_0d9ab4a45dcd,lead_3cd3fe668d82,book_9d063ac1dc94,2026-01-12T10:49:30,Riley Carter,Closer,Call,Follow Up Required,Odio repellat error non blanditiis maiores necessitatibus.,12
act_1f5de406022c,lead_553303664a32,,2026-06-28T15:54:50,Taylor Brooks,Setter,Email,No Answer,Molestias eos beatae architecto architecto saepe.,1
act_023441ccd899,lead_553303664a32,,2026-06-25T03:54:50,Taylor Brooks,Setter,SMS,Follow Up Required,Error fugit optio dolor temporibus atque dolorem illo.,6
act_e791924a8742,lead_553303664a32,,2026-06-26T17:54:50,Taylor Brooks,Setter,Call,Follow Up Required,Vitae aut sunt provident accusantium harum officia repudiandae.,12
act_04ccbb4f4e51,lead_553303664a32,,2026-06-29T18:54:50,Taylor Brooks,Setter,SMS,Connected,Dignissimos occaecati voluptate ullam numquam optio dicta repellendus.,12
act_8d67cf7b3311,lead_553303664a32,,2026-06-16T03:54:50,Taylor Brooks,Setter,Email,No Answer,Asperiores quasi officiis qui aperiam quaerat error voluptatibus.,2
act_bb18a46b4938,lead_553303664a32,book_46e26e136e07,2026-07-03T11:54:50,Casey Bennett,Closer,Consultation,Qualified,Quibusdam harum hic temporibus odio distinctio facilis.,17
act_a2a5cf2a6b95,lead_553303664a32,book_46e26e136e07,2026-06-27T19:54:50,Casey Bennett,Closer,Consultation,Qualified,Animi quo eos totam quis dolore adipisci.,44
act_d1862aed95a2,lead_e14ef871a361,,2026-06-14T18:31:08,Jordan Lee,Setter,Email,Follow Up Required,Quod consequuntur libero fuga sit magni dicta eum odio.,8
act_bd5f6a8b1098,lead_21f1db7bee60,,2026-03-09T01:17:18,Jordan Lee,Setter,Call,Follow Up Required,Consequuntur maiores maxime consectetur dolor ex quam suscipit iure nostrum esse minus optio.,12
act_2f6bfbb9f39e,lead_21f1db7bee60,,2026-03-03T12:17:18,Jordan Lee,Setter,SMS,Follow Up Required,Inventore quas tempore deserunt aliquam adipisci ipsa praesentium sapiente magnam.,11
act_4f416fd4e690,lead_21f1db7bee60,,2026-03-16T00:17:18,Jordan Lee,Setter,Call,Follow Up Required,Nam odio rem ratione sequi dolore facilis beatae.,10
act_b20f766b1799,lead_21f1db7bee60,,2026-03-06T06:17:18,Jordan Lee,Setter,SMS,Follow Up Required,Quam consequuntur laborum expedita sit cupiditate sunt sequi quasi adipisci officia vero.,10
act_97ea44a76ec1,lead_21f1db7bee60,,2026-03-05T12:17:18,Jordan Lee,Setter,SMS,Follow Up Required,Dolor architecto laboriosam error rerum dolore id architecto aspernatur laudantium ipsa.,7
act_39856604cd80,lead_21f1db7bee60,book_52dbd17bfd22,2026-03-07T10:17:18,Casey Bennett,Closer,Consultation,No Answer,Autem quidem iure animi amet tempore accusamus nam.,55
act_d0d902064468,lead_21f1db7bee60,book_52dbd17bfd22,2026-02-26T22:17:18,Casey Bennett,Closer,Follow Up,No Answer,Labore cum excepturi modi atque magnam facere mollitia quibusdam tempore magni aspernatur.,53
act_6bf00ac857fb,lead_11e139a54919,,2026-04-17T08:20:29,Jordan Lee,Setter,Call,No Answer,Laborum tempora harum commodi delectus occaecati itaque enim amet.,4
act_efb8cb437bba,lead_11e139a54919,,2026-04-19T20:20:29,Jordan Lee,Setter,SMS,Interested,Non quibusdam asperiores totam vel commodi voluptatum iusto.,11
act_90401de5774f,lead_11e139a54919,,2026-04-22T06:20:29,Jordan Lee,Setter,WhatsApp,Follow Up Required,Consequatur esse voluptates culpa qui sit non nulla illum.,2
act_69407f4f3eff,lead_11e139a54919,,2026-04-08T10:20:29,Jordan Lee,Setter,Call,Follow Up Required,Tempora nostrum ad eligendi itaque cumque ducimus possimus id assumenda sed.,1
act_5f96a987c935,lead_c8561d59c641,,2026-06-03T13:42:10,Taylor Brooks,Setter,SMS,Follow Up Required,Alias consequatur consectetur animi id minus voluptatum autem delectus perferendis error.,1
act_aafab5945728,lead_c8561d59c641,,2026-06-20T09:42:10,Taylor Brooks,Setter,WhatsApp,No Answer,Enim sequi distinctio iste adipisci explicabo occaecati vel laborum autem cupiditate veritatis impedit.,1
act_7c8806dfbb45,lead_c8561d59c641,,2026-06-22T07:42:10,Taylor Brooks,Setter,Call,No Answer,Quibusdam debitis totam beatae nostrum repudiandae.,3
act_60227d494097,lead_81f125cbc1b8,,2026-02-10T03:30:40,Taylor Brooks,Setter,SMS,No Answer,Reiciendis nam esse id maxime fugit quaerat.,12
act_03e64bd98f1d,lead_81f125cbc1b8,,2026-02-25T04:30:40,Taylor Brooks,Setter,WhatsApp,Connected,Blanditiis aperiam suscipit consequuntur aliquam odit neque quos necessitatibus odit ipsum ab.,10
act_c9f699796238,lead_9d76b2144f25,,2026-05-23T11:57:41,Taylor Brooks,Setter,Email,No Answer,Veniam quo excepturi repellat veritatis quidem.,12
act_315ac9eff515,lead_726935a6943c,,2026-04-01T23:46:13,Taylor Brooks,Setter,Call,No Answer,Doloremque possimus quos necessitatibus voluptates explicabo nihil nam ipsum temporibus.,9
act_ed993001a49e,lead_726935a6943c,book_c8d13b3b538f,2026-03-20T22:46:13,Morgan Reed,Closer,Call,Qualified,Aliquid ipsum nemo deserunt quaerat quia ullam voluptate ipsa quam amet beatae.,5
act_823842c5d567,lead_726935a6943c,book_c8d13b3b538f,2026-04-05T06:46:13,Morgan Reed,Closer,Follow Up,Qualified,Quia id quaerat minima tenetur deleniti voluptatibus eius doloremque.,44
